season,event_main_group,event_code,event_label,category,gender,rank,athlete,nationality,age_group,total_time
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,28,CrossFit Toms River,,40-49,01:17:38
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,29,Stella,,16-29,01:18:07
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,30,Krank Systems Nutley - Red Cheetahs,,40-49,01:18:18
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,31,Adapt Boys,,16-29,01:18:45
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,32,A&M,,30-39,01:20:10
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,33,The Jack-Knives,,30-39,01:21:08
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,34,Great Danes,,30-39,01:21:42
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,35,die hard,,30-39,01:21:48
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,36,Smash and Dash,,30-39,01:23:28
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,37,Tone House,,30-39,01:23:28
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,38,Unlimited,,30-39,01:24:22
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,39,Half speed and Part time,,30-39,01:24:27
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,40,Maze Runners,,16-29,01:25:26
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,41,Arstin,,16-29,01:25:30
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,42,The Toetzke Destroyers,,50-59,01:27:14
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,43,J&M,,40-49,01:27:17
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,44,NYC Skull Crushers,,30-39,01:27:48
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,45,Beachfit,,40-49,01:28:15
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,46,The Bald and the Beautiful,,40-49,01:28:22
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,47,Anytime Fitness Delaware 3,,40-49,01:28:22
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,48,Chiro Guys,,50-59,01:28:31
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,49,The Patrick Stars,,30-39,01:31:40
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,50,LatinoBlood,,16-29,01:34:28
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,51,Milords Finest,,16-29,01:37:10
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,52,Retarus vs Secutor,,30-39,01:37:21
Season 2,2019 New York,HD_999999212F07B50000000191,HYROX DOUBLES,HYROX DOUBLES,M,53,Bed-Vyne,,40-49,02:02:45
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,1,Pfitzenmeier Karlsruhe,,16-29,00:55:36
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,2,ZODI,,30-39,01:00:17
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,3,New Mountains,,30-39,01:00:34
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,4,Team Selbstläufer,,16-29,01:00:51
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,5,Pred8oars,,30-39,01:01:35
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,6,Lang&Snell,,30-39,01:03:06
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,7,Die Running Gags,,30-39,01:03:19
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,8,Till we collapse,,30-39,01:03:35
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,9,Carpe Diem_CrossFit Saar,,30-39,01:03:37
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,10,UNBREAKABLE,,40-49,01:04:09
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,11,Ultras 50°Nord,,30-39,01:04:12
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,12,TheBoxx-Tigers,,16-29,01:04:24
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,13,DoubleDrug,,30-39,01:04:32
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,15,paw patrol,,30-39,01:05:11
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,16,Rot/Weiss,,30-39,01:05:35
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,17,Die Irwichte,,30-39,01:05:56
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,18,Moritz Schneider,,30-39,01:06:18
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,19,Tsogias Niko,,30-39,01:06:23
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,20,Lakeshore Chicken Legz,,16-29,01:06:23
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,21,Straub^2,,30-39,01:06:43
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,22,Olympic Rejects,,30-39,01:06:59
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,23,mudMACHINE,,40-49,01:07:01
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,24,Dumbbellos,,16-29,01:07:40
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,25,PQS,,40-49,01:07:44
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,26,Leg Destroyer,,16-29,01:07:58
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,27,Thor & Zeus,,16-29,01:08:25
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,28,Coach Matzen Gym,,30-39,01:08:30
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,29,CFWUWES,,16-29,01:08:37
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,30,Team Inner Fire,,16-29,01:08:42
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,31,X-Fit Euskirchen,,16-29,01:09:04
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,32,Small Giants,,16-29,01:09:15
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,33,CF Kokoro 2.0,,16-29,01:09:17
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,34,Crossfit Würzburg,,30-39,01:09:21
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,36,Crossfit MainTaunus 1,,30-39,01:10:10
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,37,HYROX.RUBEN.K,,30-39,01:10:11
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,38,Lauf Forrest,,40-49,01:10:29
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,39,CrossFit Saar,,40-49,01:10:30
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,40,Schwabenpower,,30-39,01:10:40
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,41,Black Series,,30-39,01:10:55
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,42,VAIHINGER FITNESSTREFF,,16-29,01:10:58
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,43,Missioninffm,,30-39,01:11:05
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,44,Benefit,,30-39,01:11:17
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,45,Main Taunus Hyroxer,,40-49,01:11:18
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,46,Quick and Dirty,,16-29,01:11:53
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,47,#nudelnundreis,,16-29,01:11:59
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,48,Spar-Box,,30-39,01:12:22
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,49,Andreas Nolle,,30-39,01:12:27
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,50,Melbourne Chumps,,30-39,01:12:29
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,51,Yellow Fever,,30-39,01:12:38
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,52,Quick & Dirty,,16-29,01:13:04
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,53,M.O.,,16-29,01:13:16
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,54,MaDaRox,,30-39,01:13:26
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,55,Der Schöne und das Beast,,30-39,01:13:27
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,56,Mookies,,16-29,01:13:32
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,57,Team Doppelbizeps,,30-39,01:13:55
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,58,DECATHLON,,16-29,01:14:19
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,59,Fit-Inn WND,,30-39,01:14:20
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,60,United Besties,,30-39,01:14:27
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,61,Jalapeninos,,16-29,01:14:36
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,62,Snatch Hammer,,30-39,01:14:45
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,63,LIFT HEAVY RUN FAST,,16-29,01:14:57
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,64,Hobby-jogger,,16-29,01:15:34
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,65,PT-Worms/PT-Warrior,,40-49,01:15:40
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,66,Alexander Heinelt,,16-29,01:15:43
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,67,ANNANAS.ROXX,,30-39,01:15:54
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,68,Schlappe Seppel,,16-29,01:16:01
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,69,Cap und Capper,,30-39,01:16:06
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,70,Prototypes,,16-29,01:16:25
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,71,Team Dyspnoe,,16-29,01:16:54
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,72,Two half men,,30-39,01:16:58
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,73,Team Brokkoli,,16-29,01:17:01
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,74,Double F,,40-49,01:17:16
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,75,CFS-Affenbande,,30-39,01:17:26
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,76,Batman and Robin (CFAM),,16-29,01:17:55
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,77,Jost,,30-39,01:18:42
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,78,Die Besten,,30-39,01:19:03
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,79,Peak of Motion - Einfach Pommes,,16-29,01:19:07
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,80,Il'a Zigman,,16-29,01:19:27
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,81,FFM CF Team Black,,30-39,01:19:28
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,82,double trouble,,30-39,01:19:54
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,83,Oldie but Goldie,,40-49,01:21:01
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,84,Breakfast Club,,40-49,01:21:11
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,85,Samppanja,,16-29,01:21:11
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,86,Das wird schon...,,40-49,01:21:29
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,87,Die Seitenstecher,,30-39,01:21:31
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,88,Nick Schmalenberg,,16-29,01:22:14
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,89,Lennart Stein,,30-39,01:22:28
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,90,Team CF2B,,30-39,01:22:31
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,91,ElementsUltras,,16-29,01:22:54
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,92,Beim ersten mal tut’s immer weh,,30-39,01:23:17
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,93,WNDpower,,40-49,01:23:23
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,94,The Newcomer,,16-29,01:23:34
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,95,AndroX,,40-49,01:24:23
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,96,SSC Karlsruhe,,30-39,01:24:56
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,97,get shit done,,30-39,01:25:44
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,98,Die Daltons,,40-49,01:26:08
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,99,Nico Freund,,16-29,01:27:37
Season 2,2019 Frankfurt,HD_999999212F07B50000000105,HYROX DOUBLES,HYROX DOUBLES,M,100,AMBER MAAX,,30-39,01:27:38
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,1,Enorm in Form,,16-29,00:55:17
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,2,CF ACE CoachPotatoes,,30-39,00:57:53
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,3,Lastkraftwagen-CFA23,,30-39,00:59:35
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,4,Ballerer,,30-39,01:00:53
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,5,Pantheoniken,,16-29,01:01:27
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,6,TrainBlue Kapazunder,,30-39,01:02:05
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,7,Scrambled Legs ¿,,16-29,01:03:02
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,8,Un1t München,,40-49,01:03:25
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,9,Sportsunlimited.at,,30-39,01:04:37
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,10,Lab Jerks,,16-29,01:05:51
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,11,shoe lACEs,,30-39,01:05:53
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,12,Geweih,,16-29,01:06:21
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,13,Gorilla Crew CFV2,,16-29,01:06:33
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,14,Twini Twix,,30-39,01:07:38
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,15,BrickBox (Wien),,30-39,01:08:02
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,16,Jackie Cola,,16-29,01:08:40
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,17,300,,30-39,01:08:59
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,18,Awesome X Wolfpack,,30-39,01:09:23
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,19,Funktionelles Training Coburg,,30-39,01:09:31
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,20,The Walking ACE,,16-29,01:09:40
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,21,The Mighty Racoons,,16-29,01:09:41
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,22,AJ und PP - zwei Bäuche für ein Halleluja,,30-39,01:09:55
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,23,Roro,,16-29,01:10:09
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,24,Lazy Aces,,30-39,01:10:23
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,25,trainBlue Groß und STOAK,,30-39,01:10:30
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,26,Regular Class,,16-29,01:10:54
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,27,Not und Elend,,16-29,01:10:55
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,28,Marcel,,30-39,01:10:56
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,29,abra ka dabrax,,30-39,01:11:25
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,31,"""Die Drahtzieher""",,30-39,01:13:12
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,32,Donnster,,16-29,01:13:20
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,33,Coi Comrades,,30-39,01:13:51
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,34,defeat_CoachR,,30-39,01:14:07
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,35,Team NoRep CFV2,,30-39,01:14:09
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,36,Funktionelles Training Coburg,,30-39,01:14:43
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,37,BrickBox (Wien),,30-39,01:15:12
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,38,TOR,,30-39,01:15:41
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,39,CrossFit Wiener Neustadt,,16-29,01:15:46
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,40,OstWestAchse,,30-39,01:16:34
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,41,Lean & Mean,,30-39,01:16:42
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,42,Team Spritzwein,,16-29,01:17:16
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,43,Pure Angst,,30-39,01:17:37
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,44,Seitenstecher,,30-39,01:17:39
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,45,Viking Squad,,30-39,01:17:41
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,46,TEAM PRO RUNNERS,,30-39,01:18:01
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,47,Vier Fäuste gegen Hyrox,,30-39,01:18:22
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,48,Hubmann Gerhard,,40-49,01:18:37
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,49,Breit und unbeweglich,,16-29,01:18:52
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,50,P/T,,30-39,01:19:46
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,51,Team MARX,,16-29,01:19:49
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,52,Smells Like Team Spirit,,16-29,01:19:56
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,53,Funktionelles Training Coburg,,40-49,01:19:56
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,54,Rene Hackl,,16-29,01:21:01
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,55,ACEs runnin' wild,,30-39,01:21:06
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,56,Könnt schlimmer sein,,30-39,01:21:20
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,57,Markus Neuzil,,40-49,01:21:28
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,58,Stephan Karlas,,16-29,01:21:42
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,59,Daniel Stöger,,30-39,01:21:54
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,60,BrickBox (Wien),,50-59,01:22:18
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,61,Markus kirschenhofer,,30-39,01:22:36
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,62,Manuel Peschke,,40-49,01:23:09
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,63,Alexander Wanivenhaus,,16-29,01:23:15
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,64,Mopar Team,,30-39,01:24:54
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,65,BLACK ACE,,30-39,01:25:47
Season 2,2019 Wien,HD_999999212F07B500000000F1,HYROX DOUBLES,HYROX DOUBLES,M,66,Flo^2,,30-39,01:27:27
