season,event_main_group,event_code,event_label,category,gender,rank,athlete,nationality,age_group,total_time
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,25,"Adrien Semblat, Nicolas Bolzico",,40-44,01:02:36
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,26,"Wai Chung Ryan Hui, Xuelei Leo Su",,16-24,01:02:38
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,27,"Yossi Inbar, Meir Ben Tovim",,40-44,01:03:05
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,28,"Jeongyun Noh, Eulsae Cho",,30-34,01:03:09
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,29,"孝廉 葉, 錦燊 鄧",,30-34,01:03:29
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,30,"Man Kuen Yip, Ka Ming Sze",,30-34,01:03:39
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,31,"Bohdan Hrushchak, Oleksii Lezhniuk",,30-34,01:03:50
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,32,"Wang Kong Yip, Chun Sin Lai",,30-34,01:03:58
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,33,"Kin Ho Wong, Wing Wai Tsoi",,30-34,01:04:12
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,34,"Kin Nam Sze, Chiu Ming Lam",,25-29,01:04:28
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,35,"Johnathan Lam, Anthony Saladas",,35-39,01:05:00
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,36,"Matthew Fong, Tim Law",,25-29,01:05:08
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,37,"Danny Atamu, Charlie Buxton",,35-39,01:05:09
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,38,"Hang On(Comma) The Miner Shum, Hudson Chan",,40-44,01:05:22
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,39,"Laurent Hugo Hudelot, Alex Hudelot",,35-39,01:05:33
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,40,"Joses Kwan Wai Choy, Sui Shing Ma",,25-29,01:05:38
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,41,"Matthew Wu, Jack Ho",,35-39,01:05:56
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,42,"Lawrence Ka Ho Wong, Wilson Wai Kin Lee",,40-44,01:06:08
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,43,"Michael Botha, Thabiso Mthokozisi Bonginkosi Mkhwebane",,25-29,01:06:14
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,44,"Nikolas Moser, Iu Kim Fung",,35-39,01:06:18
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,45,"Colin Williams, Andy Rallis",,35-39,01:06:33
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,46,"Kwing Kuen Ng, Tsun Kit Lai",,30-34,01:06:55
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,47,"Hoiwing Zach Yeung, Ho Wa Chung",,25-29,01:07:06
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,48,"Chun Hay Carl Chan, Hoi Yuet Tommy Tai",,25-29,01:07:14
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,49,"Kevin Chow, Jeremy Wang",,45-49,01:07:18
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,50,"King Ho Hung, Ka Wai Lam",,25-29,01:07:21
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,51,"Johan Sassi, Raphael Herault",,25-29,01:07:25
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,52,"Ki Ho Chan, Sami Medhat Korna",,35-39,01:07:26
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,53,"Yui Ming Kwan, Chun Ho",,35-39,01:07:29
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,54,"David Fan, Michael Fitzgibbon",,40-44,01:07:38
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,55,"Ka Chun Ken Lee, Oscar Jair Sanmiguel Rodriguez",,35-39,01:07:42
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,56,"Markus Harrison, Daniel Ball",,35-39,01:07:42
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,57,"Hyun Sang Cho, Dongkyu Oh",,30-34,01:08:01
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,58,"Ryan Cheung, Norris Fong",,30-34,01:08:04
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,59,"均锐 李, 铜辉 李",,30-34,01:08:25
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,60,"Chi Kin Bernard Lee, Chi San Justin Fung",,35-39,01:08:33
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,61,"Yu Wong, Man Kit Lin",,35-39,01:08:34
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,62,"Song Liu, Lanbo Lu",,30-34,01:08:45
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,63,"Yuen Cheung Chan, Kei Long Ng",,30-34,01:08:46
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,64,"Terence Sin, Benjamin Sin",,30-34,01:08:48
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,65,"Chi Fu Ma, Yuen Keung Ngok",,35-39,01:08:55
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,66,"Cameron Taylor, Joseph Tanswell",,16-24,01:08:57
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,67,"Christian Axiotes, Zsolt Menku",,25-29,01:09:00
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,68,"Arnold Wong, Lawrence Chu",,40-44,01:09:00
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,69,"Mate Naletilic, Admir Masin",,35-39,01:09:17
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,70,"Mark Chan, Tsz Kin Wong",,30-34,01:09:18
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,71,"Filipe Duarte, Nicholas Torrão",,35-39,01:09:18
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,72,"Ying Sun Wong, Ka Kit Wong",,30-34,01:09:24
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,73,"Jason Chu, James Sit",,25-29,01:09:24
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,74,"Kin Sing Cheuk, Tsz Hei Ho",,35-39,01:09:27
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,75,"Moritz Gastl, Jean Biptiste Yves Roy",,35-39,01:09:37
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,76,"Sheung Hang Tang, Chun Hang Li",,30-34,01:09:43
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,77,"Josh Ng, Matt Man",,30-34,01:10:13
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,78,"Hang Kin Cheng, Ting Fung Kwok",,30-34,01:10:13
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,79,"Steven Trinh, Christopher Jim",,30-34,01:10:23
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,80,"劭君 李, 禹尊 連",,25-29,01:10:25
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,81,"Yifan Zhang, Weiyi Mo",,25-29,01:10:26
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,82,"Joshua Zhun Yin Wong, Ka Fung Wong",,35-39,01:10:32
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,83,"Marko Stojanovic, Kin Man Lee",,40-44,01:10:38
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,84,"Kin Fat Wong, Chun Ho Chung",,30-34,01:10:40
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,85,"Joe Cheung, Nicolas Chu",,35-39,01:10:48
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,86,"Chun Ming Ngai, Kin Tat Kent Cheung",,30-34,01:10:52
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,87,"Ue Hin Fung, Pak Kin Wong",,25-29,01:10:54
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,88,"Tim Antoniadis, James Murdoch",,35-39,01:11:00
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,89,"Xiuquan Pang, Kai Wen",,35-39,01:11:05
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,90,"Bessam Sakka, Younes Dhundass",,30-34,01:11:11
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,91,"Jonathon Ng, Jamie Eades",,30-34,01:11:14
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,92,"Matt Peters, Ben Thomson",,25-29,01:11:16
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,93,"Julian Egli, Calvin Cheung",,35-39,01:11:26
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,94,"Leo Ho-Wu Hsu, Devlin Wong",,25-29,01:11:27
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,95,"Darin Chang, Luke Yit",,25-29,01:11:30
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,96,"Nicholas Hui, Bruce Wang",,16-24,01:11:32
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,97,"Sik Ning Chan, Tung Lui Wong",,40-44,01:11:35
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,98,"Jacky Hui, Ho Yin Yick",,45-49,01:11:36
Season 8,2025 Hong Kong,HD_LR3MS4JIC95,HYROX DOUBLES - Saturday,HYROX DOUBLES,M,99,"James Connell, Declan Taylor",,30-34,01:11:38
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,1,"Heinrich Kamffer, Charles Nel",,30-34,00:54:55
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,2,"Neale Lucas-Bull, Waldo Du Plessis",,35-39,00:55:41
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,3,"Ethan Gouws, David Robert Rose",,30-34,00:57:58
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,4,"Jacques Badenhorst, Jean Lambrechts",,16-24,00:59:15
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,5,"Reece Mclachlan, Brett Mclachlan",,16-24,00:59:33
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,6,"Michael Wood, Cebolenkosi Mchunu",,25-29,00:59:38
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,7,"Franko Van Zyl, Janu Gous",,16-24,01:00:22
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,8,"Sam Kobus, Oli Botha",,16-24,01:00:41
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,9,"Luca Kolatsis, Ralph Shepherd",,16-24,01:00:47
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,10,"Matthewstone. S Mzandolo, Dom Von Pannier",,35-39,01:01:15
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,11,"Robert Young, Justin Muller",,16-24,01:01:17
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,12,"Taurin Craze, Tristan Uys",,16-24,01:01:20
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,13,"Daniel Ochse, Jean Van Schalkwyk",,25-29,01:01:26
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,14,"Mansur Agigi, Ebrahim Hartley",,25-29,01:01:54
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,15,"Sean Botha, Luca Botha",,25-29,01:02:03
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,16,"Zia Kolia, Reegan Clark",,16-24,01:02:17
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,17,"Wade Ford, Kyle O’Reilly",,30-34,01:02:37
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,18,"Kyle Harvett, Gareth Harvett",,25-29,01:02:38
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,19,"Marc Steinhobel, Roman Chausse",,35-39,01:03:01
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,20,"Alexio Dos Santos, Schalk Viljoen",,30-34,01:03:09
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,21,"Sedick Moerat, Achmat Moerat",,30-34,01:03:26
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,22,"Ruan Van Der Nest, Dylan Fourie",,25-29,01:03:27
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,23,"Peter Baker, Mickey Humphries",,30-34,01:03:38
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,24,"Caylum Boon, Mathew Barrow",,30-34,01:03:52
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,25,"Patrick Atherton, Shaun Dippnall",,40-44,01:04:11
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,26,"Jaryd Browne, Tristan Van Moerkerken",,30-34,01:04:15
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,27,"Heinrich Badenhorst, Stefan Stofberg",,25-29,01:04:49
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,28,"Ruslan Azimov, Amish Kooverjee",,16-24,01:05:04
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,29,"Carl Knoblauch, Luke Moretonas",,16-24,01:05:06
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,30,"Hillary Arries, David Fick",,35-39,01:05:07
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,31,"Kyle Van Der Merwe, Marco Van Der Merwe",,16-24,01:05:38
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,32,"Jordan Laubscher, Cameron Tripney",,16-24,01:05:50
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,33,"Luke Jacobs, Siviwe Siviwe Soyizwapi",,30-34,01:06:04
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,34,"Jurgen Badenhorst, Ronnie Melck",,25-29,01:06:07
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,35,"Ryan Faull, Reece Tuner",,30-34,01:06:10
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,36,"David Alperstein, Raphael Georgiades",,25-29,01:06:12
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,37,"Emil Gutsche, Hugo Gutsche",,25-29,01:06:13
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,38,"Tristan Blewett, Chris Erasmus",,30-34,01:06:16
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,39,"Willem Viljoen, Dewald Venter",,25-29,01:06:23
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,40,"Stefan Benjamin, Brogan Shrimpton",,30-34,01:06:25
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,41,"Andre Malan, Pieter Malan",,30-34,01:06:30
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,42,"Oliver Theron, Sean Craig",,16-24,01:06:30
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,43,"Clint Fredericks, Brent Fredericks",,30-34,01:06:43
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,44,"Lambert Tuyishime, Thuso Kuali",,25-29,01:06:48
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,45,"Lourens Maritz, Abel Coetzee",,35-39,01:06:52
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,46,"Julian Hendrickse, Carl Davids",,35-39,01:07:04
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,47,"Keagan Kriel, Dylan Hughes",,25-29,01:07:13
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,48,"Jared Meyer, Shaun De Villiers",,30-34,01:07:16
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,49,"Marc Sher, Michael Claxton",,40-44,01:07:18
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,50,"De Wet Knoll, Jacques Knoll",,30-34,01:07:38
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,51,"Shaun Dom, Luke Rowley",,16-24,01:07:41
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,52,"Jack Scott King, Aidan Craker",,16-24,01:07:48
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,53,"Martin Roux, Jan-Hendrik Breedt",,16-24,01:07:50
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,54,"Dino Chizinga, Shaun Sardinha",,35-39,01:07:50
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,55,"Hercules Mugglestone, Graham Maguire",,25-29,01:07:56
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,56,"Connor Dooley, Daniel Vaughan",,25-29,01:08:03
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,57,"Dane Henegan, Gerrit Botma",,25-29,01:08:08
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,58,"Tyler Cunniffe, Tom Thorne",,30-34,01:08:08
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,59,"Hermanus Lintvelt, Ruan Vorster",,35-39,01:08:17
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,60,"Joshua Quiterres, Kyle Van Schalkwyk",,25-29,01:08:23
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,61,"Sebastian Devereux, Brandon Devereux",,16-24,01:08:27
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,62,"Julio Sanchez, Matthew Williams",,30-34,01:08:33
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,63,"Byron Ryan, Neil Bester",,40-44,01:08:41
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,64,"Adam Turk, James Booth",,30-34,01:08:46
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,65,"Gerard Le Roux, Kristoff Baard",,30-34,01:09:00
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,66,"Vincent Ehlers, Matthew Esterhuizen",,30-34,01:09:00
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,67,"James Kerr, Gregory Pechey",,16-24,01:09:02
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,68,"Larry Goncalves, Andrew Goncalves",,30-34,01:09:10
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,69,"Matt Gooding, Justin Naylor",,40-44,01:09:10
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,70,"Stefan Terblanche, Henlo Webber",,45-49,01:09:30
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,71,"Petri Venter, Jac Venter",,25-29,01:09:32
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,72,"Joubert Du Toit, Stefan Laubscher",,25-29,01:09:35
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,73,"Liam Whitfield, Nicholas Holm",,25-29,01:09:35
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,74,"Finn Elliot, Ross Nijland",,16-24,01:09:49
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,75,"Mauritz Briers Bekker, Andre Stofberg",,25-29,01:09:55
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,76,"Mathews Rathabeng, Musa Dliso",,30-34,01:10:03
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,77,"Jacob Smith, Riley Elliott",,16-24,01:10:13
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,78,"Dale Namnick, Liam Tonetti",,25-29,01:10:19
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,79,"Muhammad Sibda, Naushad Sibda",,25-29,01:10:24
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,80,"Dino Almeida, Juan De Bod",,25-29,01:10:29
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,81,"James Morgan, Kyle Moyes",,35-39,01:10:30
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,82,"Alwyn Van Jaarsveld, Zack Van Jaarsveld",,16-24,01:10:41
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,83,"Antony Ball, Christopher Ball",,50-54,01:10:42
Season 8,2025 Cape Town,HD_LR3MS4JIC31,HYROX DOUBLES,HYROX DOUBLES,M,84,"Ryan Roberts, Jason Donnison",,30-34,01:10:43
